"goods_nomenclature_item_id";"regexp_replace"
"6104210000";"Ensembles"
"6104210000";"Of wool or fine animal hair"
"6104220000";"Ensembles"
"6104220000";"Of cotton"
"6104230000";"Of synthetic fibres"
"6104290000";"Of other textile materials"
"6104310000";"Jackets and blazers"
"6104310000";"Of wool or fine animal hair"
"6104320000";"Of cotton"
"6104330000";"Of synthetic fibres"
"6104390000";"Of other textile materials"
"6104410000";"Dresses"
"6104410000";"Of wool or fine animal hair"
"6104420000";"Of cotton"
"6104430000";"Of synthetic fibres"
"6104440000";"Of artificial fibres"
"6104490000";"Of other textile materials"
"6104510000";"Of wool or fine animal hair"
"6104510000";"Skirts and divided skirts"
"6104520000";"Of cotton"
"6104530000";"Of synthetic fibres"
"6104590000";"Of other textile materials"
"6104610000";"Of wool or fine animal hair"
"6104610000";"Trousers, bib and brace overalls, breeches and shorts"
"6104620000";"Of cotton"
"6104630000";"Of synthetic fibres"
"6104690000";"Of other textile materials"
"6105100000";"Of cotton"
"6105200000";"Of man-made fibres"
"6105900000";"Of other textile materials"
"6106100000";"Of cotton"
"6106200000";"Of man-made fibres"
"6106900000";"Of other textile materials"
"6107110000";"Of cotton"
"6107110000";"Underpants and briefs"
"6107120000";"Of man-made fibres"
"6107190000";"Of other textile materials"
"6107210000";"Nightshirts and pyjamas"
"6107210000";"Of cotton"
"6107220000";"Of man-made fibres"
"6107290000";"Of other textile materials"
"6107910000";"Of cotton"
"6107910000";"Other"
"6107920000";"Of man-made fibres"
"6107990000";"Of other textile materials"
"6108110000";"Of man-made fibres"
"6108110000";"Slips and petticoats"
"6108190000";"Of other textile materials"
"6108210000";"Briefs and panties"
"6108210000";"Of cotton"
"6108220000";"Of man-made fibres"
"6108290000";"Of other textile materials"
"6108310000";"Nightdresses and pyjamas"
"6108310000";"Of cotton"
"6108320000";"Of man-made fibres"
"6108390000";"Of other textile materials"
"6108910000";"Of cotton"
"6108910000";"Other"
"6108920000";"Of man-made fibres"
"6108990000";"Of other textile materials"
"6109100000";"Of cotton"
"6109900000";"Of other textile materials"
"6110100000";"Of wool or fine animal hair"
"6110110000";"Of wool"
"6110110000";"Of wool or fine animal hair"
"6110120000";"Of Kashmir (cashmere) goats"
"6110190000";"Other"
"6110200000";"Of cotton"
"6110300000";"Of man-made fibres"
"6110900000";"Of other textile materials"
"6111100000";"Of wool or fine animal hair"
"6111200000";"Of cotton"
"6111300000";"Of synthetic fibres"
"6111900000";"Of other textile materials"
"6112110000";"Of cotton"
"6112110000";"Tracksuits"
"6112120000";"Of synthetic fibres"
"6112190000";"Of other textile materials"
"6112200000";"Ski suits"
"6112310000";"Men's or boys' swimwear"
"6112310000";"Of synthetic fibres"
"6112390000";"Of other textile materials"
"6112410000";"Of synthetic fibres"
"6112410000";"Women's or girls' swimwear"
"6112490000";"Of other textile materials"
"6114100000";"Of wool or fine animal hair"
"6114200000";"Of cotton"
"6114300000";"Of man-made fibres"
"6114900000";"Of other textile materials"
"6115100000";"Graduated compression hosiery (for example, stockings for varicose veins)"
"6115110000";"Of synthetic fibres, measuring per single yarn less than 67|decitex"
"6115110000";"Panty hose and tights"
"6115110000";"Pantyhose and tights"
"6115120000";"Of synthetic fibres, measuring per single yarn 67|decitex or more"
"6115190000";"Of other textile materials"
"6115200000";"Women's full-length or knee-length hosiery, measuring per single yarn less than 67|decitex"
"6115210000";"Of synthetic fibres, measuring per single yarn less than 67|decitex"
"6115210000";"Other pantyhose and tights"
"6115220000";"Of synthetic fibres, measuring per single yarn 67|decitex or more"
"6115290000";"Of other textile materials"
"6115300000";"Other women's full-length or knee-length hosiery, measuring per single yarn less than 67|decitex"
"6115910000";"Of wool or fine animal hair"
"6115910000";"Other"
"6115920000";"Of cotton"
"6115930000";"Of synthetic fibres"
"6115940000";"Of wool or fine animal hair"
"6115940000";"Other"
"6115950000";"Of cotton"
"6115960000";"Of synthetic fibres"
"6115990000";"Of other textile materials"
"6116100000";"Gloves impregnated, coated or covered with plastics or rubber"
"6116100000";"Impregnated, coated or covered with plastics or rubber"
"6116910000";"Of wool or fine animal hair"
"6116910000";"Other"
"6116920000";"Of cotton"
"6116930000";"Of synthetic fibres"
"6116990000";"Of other textile materials"
"6117100000";"Shawls, scarves, mufflers, mantillas, veils and the like"
"6117200000";"Ties, bow ties and cravats"
"6117800000";"Other accessories"
"6117900000";"Parts"
"6201110000";"Of wool or fine animal hair"
"6201110000";"Overcoats, raincoats, car coats, capes, cloaks and similar articles"
"6201120000";"Of cotton"
"6201130000";"Of man-made fibres"
"6201190000";"Of other textile materials"
"6201910000";"Of wool or fine animal hair"
"6201910000";"Other"
"6201920000";"Of cotton"
"6201930000";"Of man-made fibres"
"6201990000";"Of other textile materials"
"6202110000";"Of wool or fine animal hair"
"6202110000";"Overcoats, raincoats, car coats, capes, cloaks and similar articles"
"6202120000";"Of cotton"
"6202130000";"Of man-made fibres"
"6202190000";"Of other textile materials"
"6202910000";"Of wool or fine animal hair"
"6202910000";"Other"
"6202920000";"Of cotton"
"6202930000";"Of man-made fibres"
"6202990000";"Of other textile materials"
"6203110000";"Of wool or fine animal hair"
"6203110000";"Suits"
"6203120000";"Of synthetic fibres"
"6203190000";"Of other textile materials"
"6203210000";"Ensembles"
"6203210000";"Of wool or fine animal hair"
"6203220000";"Ensembles"
"6203220000";"Of cotton"
"6203230000";"Of synthetic fibres"
"6203290000";"Of other textile materials"
"6203310000";"Jackets and blazers"
"6203310000";"Of wool or fine animal hair"
"6203320000";"Of cotton"
"6203330000";"Of synthetic fibres"
"6203390000";"Of other textile materials"
"6203410000";"Of wool or fine animal hair"
"6203410000";"Trousers, bib and brace overalls, breeches and shorts"
"6203420000";"Of cotton"
"6203430000";"Of synthetic fibres"
"6203490000";"Of other textile materials"
"6204110000";"Of wool or fine animal hair"
"6204110000";"Suits"
"6204120000";"Of cotton"
"6204130000";"Of synthetic fibres"
"6204190000";"Of other textile materials"
"6204210000";"Ensembles"
"6204210000";"Of wool or fine animal hair"
"6204220000";"Of cotton"
"6204230000";"Of synthetic fibres"
"6204290000";"Of other textile materials"
"6204310000";"Jackets and blazers"
"6204310000";"Of wool or fine animal hair"
"6204320000";"Of cotton"
"6204330000";"Of synthetic fibres"
"6204390000";"Of other textile materials"
"6204410000";"Dresses"
"6204410000";"Of wool or fine animal hair"
"6204420000";"Of cotton"
"6204430000";"Of synthetic fibres"
"6204440000";"Of artificial fibres"
"6204490000";"Of other textile materials"
"6204510000";"Of wool or fine animal hair"
"6204510000";"Skirts and divided skirts"
"6204520000";"Of cotton"
"6204530000";"Of synthetic fibres"
"6204590000";"Of other textile materials"
"6204610000";"Of wool or fine animal hair"
"6204610000";"Trousers, bib and brace overalls, breeches and shorts"
"6204620000";"Of cotton"
"6204630000";"Of synthetic fibres"
"6204690000";"Of other textile materials"
"6205100000";"Of wool or fine animal hair"
"6205200000";"Of cotton"
"6205300000";"Of man-made fibres"
"6205900000";"Of other textile materials"
"6206100000";"Of silk or silk waste"
"6206200000";"Of wool or fine animal hair"
"6206300000";"Of cotton"
"6206400000";"Of man-made fibres"
"6206900000";"Of other textile materials"
"6207110000";"Of cotton"
"6207110000";"Underpants and briefs"
"6207190000";"Of other textile materials"
"6207210000";"Nightshirts and pyjamas"
"6207210000";"Of cotton"
"6207220000";"Of man-made fibres"
"6207290000";"Of other textile materials"
"6207910000";"Of cotton"
"6207910000";"Other"
"6207920000";"Of man-made fibres"
"6207990000";"Of other textile materials"
"6208110000";"Of man-made fibres"
"6208110000";"Slips and petticoats"
"6208190000";"Of other textile materials"
"6208210000";"Nightdresses and pyjamas"
"6208210000";"Of cotton"
"6208220000";"Of man-made fibres"
"6208290000";"Of other textile materials"
"6208910000";"Of cotton"
"6208910000";"Other"
"6208920000";"Of man-made fibres"
"6208990000";"Of other textile materials"
"6209100000";"Of wool or fine animal hair"
"6209200000";"Of cotton"
"6209300000";"Of synthetic fibres"
"6209900000";"Of other textile materials"
"6210100000";"Of fabrics of heading|5602|or 5603"
"6210200000";"Other garments, of the type described in subheadings 6201|11|to 6201|19"
"6210200000";"Other garments, of the type described in subheadings|6201|11|to 6201|19"
"6210300000";"Other garments, of the type described in subheadings 6202|11|to 6202|19"
"6210300000";"Other garments, of the type described in subheadings|6202|11|to 6202|19"
"6210400000";"Other men's or boys' garments"
"6210500000";"Other women's or girls' garments"
"6211110000";"Men's or boys'"
"6211110000";"Swimwear"
"6211120000";"Women's or girls'"
"6211200000";"Ski suits"
"6211310000";"Of wool or fine animal hair"
"6211310000";"Other garments, men's or boys'"
"6211320000";"Of cotton"
"6211320000";"Other garments, men's or boys'"
"6211330000";"Of man-made fibres"
"6211390000";"Of other textile materials"
"6211410000";"Of wool or fine animal hair"
"6211410000";"Other garments, women's or girls'"
"6211420000";"Of cotton"
"6211420000";"Other garments, women's or girls'"
"6211430000";"Of man-made fibres"
"6211490000";"Of other textile materials"
"6212100000";"Brassières"
"6212200000";"Girdles and panty-girdles"
"6212200000";"Girdles and panty girdles"
"6212300000";"Corselettes"
"6212900000";"Other"
"6213100000";"Of silk or silk waste"
"6213200000";"Of cotton"
"6213900000";"Of other textile materials"
"6214100000";"Of silk or silk waste"
"6214200000";"Of wool or fine animal hair"
"6214300000";"Of synthetic fibres"
"6214400000";"Of artificial fibres"
"6214900000";"Of other textile materials"
"6215100000";"Of silk or silk waste"
"6215200000";"Of man-made fibres"
"6215900000";"Of other textile materials"
"6217100000";"Accessories"
"6217900000";"Parts"
"6301100000";"Electric blankets"
"6301200000";"Blankets (other than electric blankets) and travelling rugs, of wool or of fine animal hair"
"6301300000";"Blankets (other than electric blankets) and travelling rugs, of cotton"
"6301400000";"Blankets (other than electric blankets) and travelling rugs, of synthetic fibres"
"6301900000";"Other blankets and travelling rugs"
"6302100000";"Bedlinen, knitted or crocheted"
"6302210000";"Of cotton"
"6302210000";"Other bedlinen, printed"
"6302220000";"Of man-made fibres"
"6302290000";"Of other textile materials"
"6302310000";"Of cotton"
"6302310000";"Other bedlinen"
"6302320000";"Of man-made fibres"
"6302390000";"Of other textile materials"
"6302400000";"Table linen, knitted or crocheted"
"6302510000";"Of cotton"
"6302510000";"Other table linen"
"6302520000";"Of flax"
"6302530000";"Of man-made fibres"
"6302590000";"Of other textile materials"
"6302600000";"Toilet linen and kitchen linen, of terry towelling or similar terry fabrics, of cotton"
"6302910000";"Of cotton"
"6302910000";"Other"
"6302920000";"Of flax"
"6302930000";"Of man-made fibres"
"6302990000";"Of other textile materials"
"6303110000";"Knitted or crocheted"
"6303110000";"Of cotton"
"6303120000";"Knitted or crocheted"
"6303120000";"Of synthetic fibres"
"6303190000";"Of other textile materials"
"6303910000";"Of cotton"
"6303910000";"Other"
"6303920000";"Of synthetic fibres"
"6303990000";"Of other textile materials"
"6304110000";"Bedspreads"
"6304110000";"Knitted or crocheted"
"6304190000";"Other"
"6304200000";"Bed nets specified in subheading note 1|to this chapter"
"6304910000";"Knitted or crocheted"
"6304910000";"Other"
"6304920000";"Not knitted or crocheted, of cotton"
"6304930000";"Not knitted or crocheted, of synthetic fibres"
"6304990000";"Not knitted or crocheted, of other textile materials"
"6305100000";"Of jute or of other textile bast fibres of heading|5303"
"6305200000";"Of cotton"
"6305310000";"Of man-made textile materials"
"6305310000";"Of polyethylene or polypropylene strip or the like"
"6305320000";"Flexible intermediate bulk containers"
"6305320000";"Of man-made textile materials"
"6305330000";"Other, of polyethylene or polypropylene strip or the like"
"6305390000";"Other"
"6305900000";"Of other textile materials"
"6306110000";"Of cotton"
"6306110000";"Tarpaulins, awnings and sunblinds"
"6306120000";"Of synthetic fibres"
"6306120000";"Tarpaulins, awnings and sunblinds"
"6306190000";"Of other textile materials"
"6306210000";"Of cotton"
"6306210000";"Tents"
"6306220000";"Of synthetic fibres"
"6306220000";"Tents"
"6306290000";"Of other textile materials"
"6306300000";"Sails"
"6306310000";"Of synthetic fibres"
"6306310000";"Sails"
"6306390000";"Of other textile materials"
"6306400000";"Pneumatic mattresses"
"6306410000";"Of cotton"
"6306410000";"Pneumatic mattresses"
"6306490000";"Of other textile materials"
"6306900000";"Other"
"6306910000";"Of cotton"
"6306910000";"Other"
"6306990000";"Of other textile materials"
"6307100000";"Floorcloths, dishcloths, dusters and similar cleaning cloths"
"6307200000";"Life jackets and lifebelts"
"6307900000";"Other"
"6310100000";"Sorted"
"6310900000";"Other"
"6401100000";"Footwear incorporating a protective metal toecap"
"6401910000";"Covering the knee"
"6401910000";"Other footwear"
"6401920000";"Covering the ankle but not covering the knee"
"6401920000";"Other footwear"
"6401990000";"Other"
"6402110000";"Ski-boots and cross-country ski footwear"
"6402110000";"Sports footwear"
"6402120000";"Ski-boots, cross-country ski footwear and snowboard boots"
"6402120000";"Sports footwear"
"6402190000";"Other"
"6402200000";"Footwear with upper straps or thongs assembled to the sole by means of plugs"
"6402300000";"Other footwear, incorporating a protective metal toe-cap"
"6402910000";"Covering the ankle"
"6402910000";"Other footwear"
"6402990000";"Other"
"6403110000";"Ski-boots and cross-country ski footwear"
"6403110000";"Sports footwear"
"6403120000";"Ski-boots, cross-country ski footwear and snowboard boots"
"6403120000";"Sports footwear"
"6403190000";"Other"
"6403200000";"Footwear with outer soles of leather, and uppers which consist of leather straps across the instep and around the big toe"
"6403300000";"Footwear made on a base or platform of wood, not having an inner sole or a protective metal toe-cap"
"6403400000";"Other footwear, incorporating a protective metal toecap"
"6403510000";"Covering the ankle"
"6403510000";"Other footwear with outer soles of leather"
"6403590000";"Other"
"6403910000";"Covering the ankle"
"6403910000";"Other footwear"
"6403990000";"Other"
"6404110000";"Footwear with outer soles of rubber or plastics"
"6404110000";"Sports footwear; tennis shoes, basketball shoes, gym shoes, training shoes and the like"
"6404190000";"Other"
"6404200000";"Footwear with outer soles of leather or composition leather"
"6405100000";"With uppers of leather or composition leather"
"6405200000";"With uppers of textile materials"
"6405900000";"Other"
"6406100000";"Uppers and parts thereof, other than stiffeners"
"6406200000";"Outer soles and heels, of rubber or plastics"
"6406900000";"Other"
"6406910000";"Of wood"
"6406910000";"Other"
"6406990000";"Of other materials"
"6505100000";"Hairnets"
"6505900000";"Other"
"6506100000";"Safety headgear"
"6506910000";"Of rubber or of plastics"
"6506910000";"Other"
"6506920000";"Of furskin"
"6506990000";"Of other materials"
"6601100000";"Garden or similar umbrellas"
"6601910000";"Having a telescopic shaft"
"6601910000";"Other"
"6601990000";"Other"
"6603100000";"Handles and knobs"
"6603200000";"Umbrella frames, including frames mounted on shafts (sticks)"
"6603900000";"Other"
"6702100000";"Of plastics"
"6702900000";"Of other materials"
"6704110000";"Complete wigs"
"6704110000";"Of synthetic textile materials"
"6704190000";"Other"
"6704200000";"Of human hair"
"6704900000";"Of other materials"
"6802100000";"Tiles, cubes and similar articles, whether or not rectangular (including square), the largest surface area of which is capable of being enclosed in a square the side of which is less than 7|cm; artificially coloured granules, chippings and powder"
"6802210000";"Marble, travertine and alabaster"
"6802210000";"Other monumental or building stone and articles thereof, simply cut or sawn, with a flat or even surface"
"6802220000";"Other calcareous stone"
"6802230000";"Granite"
"6802290000";"Other stone"
"6802910000";"Marble, travertine and alabaster"
"6802910000";"Other"
"6802920000";"Other calcareous stone"
"6802930000";"Granite"
"6802990000";"Other stone"
"6804100000";"Millstones and grindstones for milling, grinding or pulping"
"6804210000";"Of agglomerated synthetic or natural diamond"
"6804210000";"Other millstones, grindstones, grinding wheels and the like"
"6804220000";"Of other agglomerated abrasives or of ceramics"
"6804230000";"Of natural stone"
"6804300000";"Hand sharpening or polishing stones"
"6805100000";"On a base of woven textile fabric only"
"6805200000";"On a base of paper or paperboard only"
"6805300000";"On a base of other materials"
"6806100000";"Slag-wool, rock-wool and similar mineral wools (including intermixtures thereof), in bulk, sheets or rolls"
"6806100000";"Slag wool, rock wool and similar mineral wools (including intermixtures thereof), in bulk, sheets or rolls"
"6806200000";"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials (including intermixtures thereof)"
"6806900000";"Other"
"6807100000";"In rolls"
"6807900000";"Other"
"6809110000";"Boards, sheets, panels, tiles and similar articles, not ornamented"
"6809110000";"Faced or reinforced with paper or paperboard only"
"6809190000";"Other"
"6809900000";"Other articles"
"6810110000";"Building blocks and bricks"
"6810110000";"Tiles, flagstones, bricks and similar articles"
"6810190000";"Other"
"6810200000";"Pipes"
"6810910000";"Other articles"
"6810910000";"Prefabricated structural components for building or civil engineering"
"6810990000";"Other"
"6811100000";"Corrugated sheets"
"6811200000";"Other sheets, panels, tiles and similar articles"
"6811300000";"Tubes, pipes and tube or pipe fittings"
"6811400000";"Containing asbestos"
"6811810000";"Corrugated sheets"
"6811810000";"Not containing asbestos"
"6811820000";"Other sheets, panels, tiles and similar articles"
"6811830000";"Tubes, pipes and tube or pipe fittings"
"6811890000";"Other articles"
"6811900000";"Other articles"
"6812100000";"Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate"
"6812200000";"Yarn and thread"
"6812300000";"Cords and string, whether or not plaited"
"6812400000";"Woven or knitted fabric"
"6812500000";"Clothing, clothing accessories, footwear and headgear"
"6812600000";"Paper, millboard and felt"
"6812700000";"Compressed asbestos fibre jointing, in sheets or rolls"
"6812800000";"Of crocidolite"
"6812900000";"Other"
"6812910000";"Clothing, clothing accessories, footwear and headgear"
"6812910000";"Other"
"6812920000";"Paper, millboard and felt"
"6812930000";"Compressed asbestos fibre jointing, in sheets or rolls"
"6812990000";"Other"
"6813100000";"Brake linings and pads"
"6813200000";"Containing asbestos"
"6813810000";"Brake linings and pads"
"6813810000";"Not containing asbestos"
"6813890000";"Other"
"6813900000";"Other"
"6814100000";"Plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support"
"6814900000";"Other"
"6815100000";"Non-electrical articles of graphite or other carbon"
"6815200000";"Articles of peat"
"6815910000";"Containing magnesite, dolomite or chromite"
"6815910000";"Other articles"
"6815990000";"Other"
"6902100000";"Containing, by weight, singly or together, more than 50|% of the elements Mg, Ca or Cr, expressed as MgO, CaO or Cr@2O@3"
"6902200000";"Containing, by weight, more than 50|% of alumina (Al@2O@3), of silica (SiO@2) or of a mixture or compound of these products"
"6902900000";"Other"
"6903100000";"Containing, by weight, more than 50|% of graphite or other carbon or of a mixture of these products"
"6903100000";"Containing, by weight, more than 50|% of graphite or other forms of carbon or of a mixture of these products"
"6903200000";"Containing, by weight, more than 50|% of alumina (Al@2O@3) or of a mixture or compound of alumina and of silica (SiO@2)"
"6903900000";"Other"
"6904100000";"Building bricks"
"6904900000";"Other"
"6905100000";"Roofing tiles"
"6905900000";"Other"
"6907100000";"Tiles, cubes and similar articles, whether or not rectangular, the largest surface area of which is capable of being enclosed in a square the side of which is less than 7|cm"
"6907210000";"Flags and paving, hearth or wall tiles, other than those of subheadings 6907|30|and 6907|40"
"6907210000";"Of a water absorption coefficient by weight not exceeding 0,5|%"
"6907220000";"Of a water absorption coefficient by weight exceeding 0,5|% but not exceeding 10|%"
"6907230000";"Of a water absorption coefficient by weight exceeding 10|%"
"6907300000";"Mosaic cubes and the like, other than those of subheading 6907|40"
"6907400000";"Finishing ceramics"
"6907900000";"Other"
"6908100000";"Tiles, cubes and similar articles, whether or not rectangular, the largest surface area of which is capable of being enclosed in a square the side of which is less than 7|cm"
"6908900000";"Other"
"6909110000";"Ceramic wares for laboratory, chemical or other technical uses"
"6909110000";"Of porcelain or china"
"6909120000";"Articles having a hardness equivalent to 9|or more on the Mohs scale"
"6909190000";"Other"
"6909900000";"Other"
"6910100000";"Of porcelain or china"
"6910900000";"Other"
"6911100000";"Tableware and kitchenware"
"6911900000";"Other"
"6913100000";"Of porcelain or china"
"6913900000";"Other"
"6914100000";"Of porcelain or china"
"6914900000";"Other"
"7002100000";"Balls"
"7002200000";"Rods"
"7002310000";"Of fused quartz or other fused silica"
"7002310000";"Tubes"
"7002320000";"Of other glass having a linear coefficient of expansion not exceeding 5|!x!|10$-$6|per Kelvin within a temperature range of 0|°C to 300|°C"
"7002390000";"Other"
"7003110000";"Coloured throughout the mass (body tinted), opacified, flashed or having an absorbent or reflecting layer"
"7003110000";"Non-wired sheets"
"7003120000";"Coloured throughout the mass (body tinted), opacified, flashed or having an absorbent, reflecting or non-reflecting layer"
"7003120000";"Non-wired sheets"
"7003190000";"Other"
"7003200000";"Wired sheets"
"7003300000";"Profiles"
"7004100000";"Glass, coloured throughout the mass (body tinted), opacified, flashed or having an absorbent or reflecting layer"
"7004200000";"Glass, coloured throughout the mass (body tinted), opacified, flashed or having an absorbent, reflecting or non-reflecting layer"
"7004900000";"Other glass"
"7005100000";"Non-wired glass, having an absorbent or reflecting layer"
"7005100000";"Non-wired glass, having an absorbent, reflecting or non-reflecting layer"
"7005210000";"Coloured throughout the mass (body tinted), opacified, flashed or merely surface ground"
"7005210000";"Other non-wired glass"
"7005290000";"Other"
"7005300000";"Wired glass"
"7007110000";"Of size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels"
"7007110000";"Toughened (tempered) safety glass"
"7007190000";"Other"
"7007210000";"Laminated safety glass"
"7007210000";"Of size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels"
"7007290000";"Other"
"7009100000";"Rear-view mirrors for vehicles"
"7009910000";"Other"
"7009910000";"Unframed"
"7009920000";"Framed"
"7010100000";"Ampoules"
"7010200000";"Stoppers, lids and other closures"
"7010900000";"Other"
"7010910000";"Exceeding 1 l"
"7010910000";"Other, of a capacity"
"7010920000";"Exceeding 0,33|l but not exceeding 1|l"
"7010930000";"Exceeding 0,15|l but not exceeding 0,33|l"
"7010940000";"Not exceeding 0,15|l"
"7011100000";"For electric lighting"
"7011200000";"For cathode ray tubes"
"7011900000";"Other"
"7013100000";"Of glass ceramics"
"7013210000";"Drinking glasses other than of glass ceramics"
"7013210000";"Of lead crystal"
"7013220000";"Of lead crystal"
"7013220000";"Stemware drinking glasses, other than of glass ceramics"
"7013280000";"Other"
"7013290000";"Other"
"7013310000";"Glassware of a kind used for table (other than drinking glasses) or kitchen purposes other than of glass ceramics"
"7013310000";"Of lead crystal"
"7013320000";"Of glass having a linear coefficient of expansion not exceeding|5|x 10$-$6|per Kelvin within a temperature range of 0 !o!C to 300 !o!C"
"7013330000";"Of lead crystal"
"7013330000";"Other drinking glasses, other than of glass ceramics"
"7013370000";"Other"
"7013390000";"Other"
"7013410000";"Glassware of a kind used for table (other than drinking glasses) or kitchen purposes other than of glass ceramics"
"7013410000";"Of lead crystal"
"7013420000";"Of glass having a linear coefficient of expansion not exceeding 5|!x!|10$-$6|per Kelvin within a temperature range of 0|°C to 300|°C"
"7013490000";"Other"
"7013910000";"Of lead crystal"
"7013910000";"Other glassware"
"7013990000";"Other"
"7015100000";"Glasses for corrective spectacles"
"7015900000";"Other"
"7016100000";"Glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar decorative purposes"
"7016900000";"Other"
"7017100000";"Of fused quartz or other fused silica"
"7017200000";"Of other glass having a linear coefficient of expansion not exceeding 5|!x!|10$-$6|per Kelvin within a temperature range of 0|°C to 300|°C"
"7017900000";"Other"
"7018100000";"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass smallwares"
"7018200000";"Glass microspheres not exceeding 1|mm in diameter"
"7018900000";"Other"
"7019100000";"Slivers, rovings, yarn and chopped strands"
"7019110000";"Chopped strands, of a length of not more than 50|mm"
"7019110000";"Slivers, rovings, yarn and chopped strands"
"7019120000";"Rovings"
"7019190000";"Other"
"7019200000";"Woven fabrics, including narrow fabrics"
"7019310000";"Mats"
"7019310000";"Thin sheets (voiles), webs, mats, mattresses, boards and similar non-woven products"
"7019320000";"Thin sheets (voiles)"
"7019390000";"Other"
"7019400000";"Woven fabrics of rovings"
"7019510000";"Of a width not exceeding 30|cm"
"7019510000";"Other woven fabrics"
"7019520000";"Of a width exceeding 30|cm, plain weave, weighing less than 250|g/m$2, of filaments measuring per single yarn not more than 136|tex"
"7019590000";"Other"
"7019900000";"Other"
"7101100000";"Natural pearls"
"7101210000";"Cultured pearls"
"7101210000";"Unworked"
"7101220000";"Worked"
"7102100000";"Unsorted"
"7102210000";"Industrial"
"7102210000";"Unworked or simply sawn, cleaved or bruted"
"7102290000";"Other"
"7102310000";"Non-industrial"
"7102310000";"Unworked or simply sawn, cleaved or bruted"
"7102390000";"Other"
"7103100000";"Unworked or simply sawn or roughly shaped"
"7103910000";"Otherwise worked"
"7103910000";"Rubies, sapphires and emeralds"
"7103990000";"Other"
"7104100000";"Piezoelectric quartz"
"7104200000";"Other, unworked or simply sawn or roughly shaped"
"7104900000";"Other"
"7105100000";"Of diamonds"
"7105900000";"Other"
"7106100000";"Powder"
"7106910000";"Other"
"7106910000";"Unwrought"
"7106920000";"Semi-manufactured"
"7108110000";"Non-monetary"
"7108110000";"Powder"
"7108120000";"Other unwrought forms"
"7108130000";"Other semi-manufactured forms"
"7108200000";"Monetary"
"7110110000";"Platinum"
"7110110000";"Unwrought or in powder form"
"7110190000";"Other"
"7110210000";"Palladium"
"7110210000";"Unwrought or in powder form"
"7110290000";"Other"
"7110310000";"Rhodium"
"7110310000";"Unwrought or in powder form"
"7110390000";"Other"
"7110410000";"Iridium, osmium and ruthenium"
"7110410000";"Unwrought or in powder form"
"7110490000";"Other"
"7112100000";"Of gold, including metal clad with gold but excluding sweepings containing other precious metals"
"7112200000";"Of platinum, including metal clad with platinum but excluding sweepings containing other precious metals"
"7112300000";"Ash containing precious metal or precious-metal compounds"
"7112900000";"Other"
"7112910000";"Of gold, including metal clad with gold but excluding sweepings containing other precious metals"
"7112910000";"Other"
"7112920000";"Of platinum, including metal clad with platinum but excluding sweepings containing other precious metals"
"7112990000";"Other"
"7113110000";"Of precious metal whether or not plated or clad with precious metal"
"7113110000";"Of silver, whether or not plated or clad with other precious metal"
"7113190000";"Of other precious metal, whether or not plated or clad with precious metal"
"7113200000";"Of base metal clad with precious metal"
"7114110000";"Of precious metal whether or not plated or clad with precious metal"
"7114110000";"Of silver, whether or not plated or clad with other precious metal"
"7114190000";"Of other precious metal, whether or not plated or clad with precious metal"
"7114200000";"Of base metal clad with precious metal"
"7115100000";"Catalysts in the form of wire cloth or grill, of platinum"
"7115900000";"Other"
"7116100000";"Of natural or cultured pearls"
"7116200000";"Of precious or semi-precious stones (natural, synthetic or reconstructed)"
"7117110000";"Cuff-links and studs"
"7117110000";"Cuff links and studs"
"7117110000";"Of base metal, whether or not plated with precious metal"
"7117190000";"Other"
"7117900000";"Other"
"7118100000";"Coin (other than gold coin), not being legal tender"
"7118900000";"Other"
"7201100000";"Non-alloy pig iron containing by weight 0,5|% or less of phosphorus"
"7201200000";"Non-alloy pig iron containing by weight more than 0,5|% of phosphorus"
"7201300000";"Alloy pig iron"
"7201400000";"Spiegeleisen"
"7201500000";"Alloy pig iron; spiegeleisen"
"7202110000";"Containing by weight more than 2|% of carbon"
"7202110000";"Ferro-manganese"
"7202190000";"Other"
"7202210000";"Containing by weight more than 55|% of silicon"
"7202210000";"Ferro-silicon"
"7202290000";"Other"
"7202300000";"Ferro-silico-manganese"
"7202410000";"Containing by weight more than 4|% of carbon"
"7202410000";"Ferro-chromium"
"7202490000";"Other"
"7202500000";"Ferro-silico-chromium"
"7202600000";"Ferro-nickel"
"7202700000";"Ferro-molybdenum"
"7202800000";"Ferro-tungsten and ferro-silico-tungsten"
"7202910000";"Ferro-titanium and ferro-silico-titanium"
"7202910000";"Other"
"7202920000";"Ferro-vanadium"
"7202930000";"Ferro-niobium"
"7202990000";"Other"
"7203100000";"Ferrous products obtained by direct reduction of iron ore"
"7203900000";"Other"
"7204100000";"Waste and scrap of cast iron"
"7204210000";"Of stainless steel"
"7204210000";"Waste and scrap of alloy steel"
"7204290000";"Other"
"7204300000";"Waste and scrap of tinned iron or steel"
