"goods_nomenclature_sid","goods_nomenclature_item_id","producline_suffix","validity_start_date","validity_end_date","description","number_indents","goods_nomenclature_description_period_sid","desc_validity_start_date","desc_validity_end_date","nice_description","hs_chapter","hs_section","node","leaf","significant_digits"
97317,"0305790079","80","2012-01-01 00:00:00",NULL,"Other",5,119718,"2012-01-01 00:00:00",NULL," - - - - - Other","03",1,"0305790079","1",10
103217,"0305790091","10","2017-09-21 00:00:00",NULL,"Other",3,143099,"2017-09-21 00:00:00",NULL," - - - Other","03",1,"0305790091","0",10
103218,"0305790091","80","2017-09-21 00:00:00",NULL,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",4,143100,"2017-09-21 00:00:00",NULL," - - - - Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","03",1,"0305790091","1",10
103222,"0305790099","80","2017-09-21 00:00:00",NULL,"Other",4,143104,"2017-09-21 00:00:00",NULL," - - - - Other","03",1,"0305790099","1",10
29272,"0306000000","80","1972-01-01 00:00:00",NULL,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine; flours, meals and pellets of crustaceans, fit for human consumption",0,147569,"2019-01-01 00:00:00",NULL," Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine; flours, meals and pellets of crustaceans, fit for human consumption","03",1,"0306","0",4
29273,"0306110000","10","1972-01-01 00:00:00",NULL,"Frozen",1,122597,"2014-01-01 00:00:00",NULL," - Frozen","03",1,"030611","0",6
29274,"0306110000","80","1972-01-01 00:00:00",NULL,"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",2,140336,"2017-01-01 00:00:00",NULL," - - Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)","03",1,"030611","0",6
57452,"0306111000","80","1995-01-01 00:00:00",NULL,"Crawfish tails",3,140337,"2017-01-01 00:00:00",NULL," - - - Crawfish tails","03",1,"03061110","0",8
77384,"0306111010","80","2003-10-13 00:00:00",NULL,"For processing",4,98982,"2003-10-13 00:00:00",NULL," - - - - For processing","03",1,"0306111010","1",10
77386,"0306111090","80","2003-10-13 00:00:00",NULL,"Other",4,98984,"2003-10-13 00:00:00",NULL," - - - - Other","03",1,"0306111090","1",10
57453,"0306119000","80","1995-01-01 00:00:00",NULL,"Other",3,140338,"2017-01-01 00:00:00",NULL," - - - Other","03",1,"03061190","0",8
104491,"0306119020","80","2019-01-01 00:00:00",NULL,"For processing",4,147406,"2019-01-01 00:00:00",NULL," - - - - For processing","03",1,"0306119020","1",10
104490,"0306119080","80","2019-01-01 00:00:00",NULL,"Other",4,147405,"2019-01-01 00:00:00",NULL," - - - - Other","03",1,"0306119080","1",10
29275,"0306120000","80","1972-01-01 00:00:00",NULL,"Lobsters (Homarus spp.)",2,140339,"2017-01-01 00:00:00",NULL," - - Lobsters (Homarus spp.)","03",1,"030612","0",6
29276,"0306121000","80","1972-01-01 00:00:00",NULL,"Whole",3,140340,"2017-01-01 00:00:00",NULL," - - - Whole","03",1,"03061210","0",8
93542,"0306121010","80","2011-02-01 00:00:00",NULL,"Lobster (Homarus americanus), cooked",4,115766,"2011-02-01 00:00:00",NULL," - - - - Lobster (Homarus americanus), cooked","03",1,"0306121010","1",10
103506,"0306121091","10","2017-09-21 00:00:00",NULL,"Other",4,143411,"2017-09-21 00:00:00",NULL," - - - - Other","03",1,"0306121091","0",10
103810,"0306121091","80","2017-09-21 00:00:00",NULL,"Cooked",5,143719,"2017-09-21 00:00:00",NULL," - - - - - Cooked","03",1,"0306121091","1",10
103508,"0306121099","80","2017-09-21 00:00:00",NULL,"Other",5,143413,"2017-09-21 00:00:00",NULL," - - - - - Other","03",1,"0306121099","1",10
29277,"0306129000","80","1972-01-01 00:00:00",NULL,"Other",3,140341,"2017-01-01 00:00:00",NULL," - - - Other","03",1,"03061290","0",8
93545,"0306129010","80","2011-02-01 00:00:00",NULL,"Lobster (Homarus americanus), in pieces, cooked",4,115769,"2011-02-01 00:00:00",NULL," - - - - Lobster (Homarus americanus), in pieces, cooked","03",1,"0306129010","1",10
103509,"0306129091","10","2017-09-21 00:00:00",NULL,"Other",4,143414,"2017-09-21 00:00:00",NULL," - - - - Other","03",1,"0306129091","0",10
103510,"0306129091","80","2017-09-21 00:00:00",NULL,"cooked, in shell",5,143415,"2017-09-21 00:00:00",NULL," - - - - - cooked, in shell","03",1,"0306129091","1",10
103511,"0306129099","80","2017-09-21 00:00:00",NULL,"Other",5,143416,"2017-09-21 00:00:00",NULL," - - - - - Other","03",1,"0306129099","1",10
29286,"0306140000","80","1972-01-01 00:00:00",NULL,"Crabs",2,122608,"2014-01-01 00:00:00",NULL," - - Crabs","03",1,"030614","0",6
29287,"0306141000","80","1972-01-01 00:00:00",NULL,"Crabs of the species Paralithodes camchaticus, Chionoecetes spp. or Callinectes sapidus",3,147570,"2019-01-01 00:00:00",NULL," - - - Crabs of the species Paralithodes camchaticus, Chionoecetes spp. or Callinectes sapidus","03",1,"03061410","1",8
29288,"0306143000","80","1972-01-01 00:00:00",NULL,"Crabs of the species Cancer pagurus",3,147571,"2019-01-01 00:00:00",NULL," - - - Crabs of the species Cancer pagurus","03",1,"03061430","1",8
29289,"0306149000","80","1972-01-01 00:00:00",NULL,"Other",3,140344,"2017-01-01 00:00:00",NULL," - - - Other","03",1,"03061490","0",8
91018,"0306149010","80","2008-09-01 00:00:00",NULL,"Crab of the species Geryon affinis",4,113186,"2008-09-01 00:00:00",NULL," - - - - Crab of the species Geryon affinis","03",1,"0306149010","1",10
91021,"0306149090","80","2008-09-01 00:00:00",NULL,"Other",4,113189,"2008-09-01 00:00:00",NULL," - - - - Other","03",1,"0306149090","1",10
96018,"0306150000","80","2012-01-01 00:00:00",NULL,"Norway lobsters (Nephrops norvegicus)",2,140345,"2017-01-01 00:00:00",NULL," - - Norway lobsters (Nephrops norvegicus)","03",1,"030615","1",6
96021,"0306160000","80","2012-01-01 00:00:00",NULL,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)",2,140346,"2017-01-01 00:00:00",NULL," - - Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)","03",1,"030616","0",6
96025,"0306169100","80","2012-01-01 00:00:00",NULL,"Shrimps of the species Crangon crangon",3,143961,"2018-01-01 00:00:00",NULL," - - - Shrimps of the species Crangon crangon","03",1,"03061691","1",8
96024,"0306169900","80","2012-01-01 00:00:00",NULL,"Other",3,140348,"2017-01-01 00:00:00",NULL," - - - Other","03",1,"03061699","0",8
96542,"0306169920","80","2013-01-01 00:00:00",NULL,"Of the species Pandalus borealis, in shell, for processing",4,118909,"2013-01-01 00:00:00",NULL," - - - - Of the species Pandalus borealis, in shell, for processing","03",1,"0306169920","1",10
99843,"0306169930","80","2016-01-01 00:00:00",NULL,"Of the species Pandalus montagui, in shell, for processing",4,137142,"2016-01-01 00:00:00",NULL," - - - - Of the species Pandalus montagui, in shell, for processing","03",1,"0306169930","1",10
96027,"0306169990","80","2012-01-01 00:00:00",NULL,"Other",4,118324,"2012-01-01 00:00:00",NULL," - - - - Other","03",1,"0306169990","1",10
96028,"0306170000","80","2012-01-01 00:00:00",NULL,"Other shrimps and prawns",2,122622,"2014-01-01 00:00:00",NULL," - - Other shrimps and prawns","03",1,"030617","0",6
96031,"0306179100","80","2012-01-01 00:00:00",NULL,"Deepwater rose shrimps (Parapenaeus longirostris)",3,140349,"2017-01-01 00:00:00",NULL," - - - Deepwater rose shrimps (Parapenaeus longirostris)","03",1,"03061791","1",8
96032,"0306179200","80","2012-01-01 00:00:00",NULL,"Shrimps of the genus Penaeus",3,143962,"2018-01-01 00:00:00",NULL," - - - Shrimps of the genus Penaeus","03",1,"03061792","0",8
99841,"0306179220","80","2016-01-01 00:00:00",NULL,"Shrimps and prawns of the specie Penaeus vannamei and Penaeus monodon, whether in shell or not, not cooked, for processing",4,137140,"2016-01-01 00:00:00",NULL," - - - - Shrimps and prawns of the specie Penaeus vannamei and Penaeus monodon, whether in shell or not, not cooked, for processing","03",1,"0306179220","1",10
96653,"0306179290","80","2013-01-01 00:00:00",NULL,"Other",4,119020,"2013-01-01 00:00:00",NULL," - - - - Other","03",1,"0306179290","1",10
96033,"0306179300","80","2012-01-01 00:00:00",NULL,"Shrimps of the family Pandalidae, other than of the genus Pandalus",3,143963,"2018-01-01 00:00:00",NULL," - - - Shrimps of the family Pandalidae, other than of the genus Pandalus","03",1,"03061793","1",8
96034,"0306179400","80","2012-01-01 00:00:00",NULL,"Shrimps of the genus Crangon, other than of the species Crangon crangon",3,147572,"2019-01-01 00:00:00",NULL," - - - Shrimps of the genus Crangon, other than of the species Crangon crangon","03",1,"03061794","1",8
96035,"0306179900","80","2012-01-01 00:00:00",NULL,"Other",3,140353,"2017-01-01 00:00:00",NULL," - - - Other","03",1,"03061799","0",8
99805,"0306179910","80","2016-01-01 00:00:00",NULL,"Shrimps and prawns of the specie Pleoticus muelleri, whether in shell or not, for processing",4,137102,"2016-01-01 00:00:00",NULL," - - - - Shrimps and prawns of the specie Pleoticus muelleri, whether in shell or not, for processing","03",1,"0306179910","1",10
99806,"0306179990","80","2016-01-01 00:00:00",NULL,"Other",4,137103,"2016-01-01 00:00:00",NULL," - - - - Other","03",1,"0306179990","1",10
29290,"0306190000","80","1972-01-01 00:00:00",NULL,"Other, including flours, meals and pellets of crustaceans, fit for human consumption",2,147573,"2019-01-01 00:00:00",NULL," - - Other, including flours, meals and pellets of crustaceans, fit for human consumption","03",1,"030619","0",6
29291,"0306191000","80","1972-01-01 00:00:00",NULL,"Freshwater crayfish",3,140355,"2017-01-01 00:00:00",NULL," - - - Freshwater crayfish","03",1,"03061910","1",8
29293,"0306199000","80","1972-01-01 00:00:00",NULL,"Other",3,140356,"2017-01-01 00:00:00",NULL," - - - Other","03",1,"03061990","1",8
100687,"0306310000","10","2017-01-01 00:00:00",NULL,"Live, fresh or chilled",1,138060,"2017-01-01 00:00:00",NULL," - Live, fresh or chilled","03",1,"030631","0",6
100688,"0306310000","80","2017-01-01 00:00:00",NULL,"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",2,138061,"2017-01-01 00:00:00",NULL," - - Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)","03",1,"030631","0",6
104488,"0306310010","80","2019-01-01 00:00:00",NULL,"For processing",3,147403,"2019-01-01 00:00:00",NULL," - - - For processing","03",1,"0306310010","1",10
104485,"0306310090","80","2019-01-01 00:00:00",NULL,"Other",3,147400,"2019-01-01 00:00:00",NULL," - - - Other","03",1,"0306310090","1",10
100689,"0306320000","80","2017-01-01 00:00:00",NULL,"Lobsters (Homarus spp.)",2,138062,"2017-01-01 00:00:00",NULL," - - Lobsters (Homarus spp.)","03",1,"030632","0",6
100690,"0306321000","80","2017-01-01 00:00:00",NULL,"Live",3,138063,"2017-01-01 00:00:00",NULL," - - - Live","03",1,"03063210","1",8
100691,"0306329100","10","2017-01-01 00:00:00",NULL,"Other",3,138064,"2017-01-01 00:00:00",NULL," - - - Other","03",1,"03063291","0",8
100692,"0306329100","80","2017-01-01 00:00:00",NULL,"Whole",4,138065,"2017-01-01 00:00:00",NULL," - - - - Whole","03",1,"03063291","1",8
100693,"0306329900","80","2017-01-01 00:00:00",NULL,"Other",4,138066,"2017-01-01 00:00:00",NULL," - - - - Other","03",1,"03063299","1",8
100697,"0306330000","80","2017-01-01 00:00:00",NULL,"Crabs",2,138070,"2017-01-01 00:00:00",NULL," - - Crabs","03",1,"030633","0",6
100698,"0306331000","80","2017-01-01 00:00:00",NULL,"Crabs of the species Cancer pagurus",3,147574,"2019-01-01 00:00:00",NULL," - - - Crabs of the species Cancer pagurus","03",1,"03063310","1",8
100699,"0306339000","80","2017-01-01 00:00:00",NULL,"Other",3,138072,"2017-01-01 00:00:00",NULL," - - - Other","03",1,"03063390","1",8
100700,"0306340000","80","2017-01-01 00:00:00",NULL,"Norway lobsters (Nephrops norvegicus)",2,143966,"2018-01-01 00:00:00",NULL," - - Norway lobsters (Nephrops norvegicus)","03",1,"030634","1",6
100701,"0306350000","80","2017-01-01 00:00:00",NULL,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)",2,147575,"2019-01-01 00:00:00",NULL," - - Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)","03",1,"030635","0",6
100702,"0306351000","10","2017-01-01 00:00:00",NULL,"Shrimps of the species Crangon crangon",3,143968,"2018-01-01 00:00:00",NULL," - - - Shrimps of the species Crangon crangon","03",1,"03063510","0",8
100703,"0306351000","80","2017-01-01 00:00:00",NULL,"Fresh or chilled",4,138076,"2017-01-01 00:00:00",NULL," - - - - Fresh or chilled","03",1,"03063510","1",8
100704,"0306355000","80","2017-01-01 00:00:00",NULL,"Other",4,138077,"2017-01-01 00:00:00",NULL," - - - - Other","03",1,"03063550","1",8
100705,"0306359000","80","2017-01-01 00:00:00",NULL,"Other",3,138078,"2017-01-01 00:00:00",NULL," - - - Other","03",1,"03063590","0",8
100706,"0306359012","10","2017-01-01 00:00:00",NULL,"Fresh (live or dead)",4,138079,"2017-01-01 00:00:00",NULL," - - - - Fresh (live or dead)","03",1,"0306359012","0",10
100707,"0306359012","80","2017-01-01 00:00:00",NULL,"Of the species Pandalus borealis, in shell, for processing",5,138080,"2017-01-01 00:00:00",NULL," - - - - - Of the species Pandalus borealis, in shell, for processing","03",1,"0306359012","1",10
100708,"0306359014","80","2017-01-01 00:00:00",NULL,"Of the species Pandalus montagui, in shell, for processing",5,138081,"2017-01-01 00:00:00",NULL," - - - - - Of the species Pandalus montagui, in shell, for processing","03",1,"0306359014","1",10
100709,"0306359020","10","2017-01-01 00:00:00",NULL,"Other",5,138082,"2017-01-01 00:00:00",NULL," - - - - - Other","03",1,"0306359020","0",10
100710,"0306359020","80","2017-01-01 00:00:00",NULL,"For processing",6,138083,"2017-01-01 00:00:00",NULL," - - - - - - For processing","03",1,"0306359020","1",10
100711,"0306359030","80","2017-01-01 00:00:00",NULL,"Other",6,138084,"2017-01-01 00:00:00",NULL," - - - - - - Other","03",1,"0306359030","1",10
100712,"0306359092","10","2017-01-01 00:00:00",NULL,"Other",4,138085,"2017-01-01 00:00:00",NULL," - - - - Other","03",1,"0306359092","0",10
100713,"0306359092","80","2017-01-01 00:00:00",NULL,"Of the species Pandalus borealis, in shell, chilled, for processing",5,138086,"2017-01-01 00:00:00",NULL," - - - - - Of the species Pandalus borealis, in shell, chilled, for processing","03",1,"0306359092","1",10
100714,"0306359093","80","2017-01-01 00:00:00",NULL,"Of the species Pandalus montagui, in shell, chilled, for processing",5,138087,"2017-01-01 00:00:00",NULL," - - - - - Of the species Pandalus montagui, in shell, chilled, for processing","03",1,"0306359093","1",10
100764,"0306359096","10","2017-01-01 00:00:00",NULL,"Other",5,138137,"2017-01-01 00:00:00",NULL," - - - - - Other","03",1,"0306359096","0",10
100765,"0306359096","80","2017-01-01 00:00:00",NULL,"For processing",6,138138,"2017-01-01 00:00:00",NULL," - - - - - - For processing","03",1,"0306359096","1",10
100715,"0306359099","80","2017-01-01 00:00:00",NULL,"Other",6,138088,"2017-01-01 00:00:00",NULL," - - - - - - Other","03",1,"0306359099","1",10
100718,"0306360000","80","2017-01-01 00:00:00",NULL,"Other shrimps and prawns",2,138091,"2017-01-01 00:00:00",NULL," - - Other shrimps and prawns","03",1,"030636","0",6
100719,"0306361000","80","2017-01-01 00:00:00",NULL,"Shrimps of the family Pandalidae, other than of the genus Pandalus",3,147576,"2019-01-01 00:00:00",NULL," - - - Shrimps of the family Pandalidae, other than of the genus Pandalus","03",1,"03063610","0",8
100720,"0306361011","10","2017-01-01 00:00:00",NULL,"Fresh (live or dead)",4,138093,"2017-01-01 00:00:00",NULL," - - - - Fresh (live or dead)","03",1,"0306361011","0",10
100721,"0306361011","80","2017-01-01 00:00:00",NULL,"For processing",5,138094,"2017-01-01 00:00:00",NULL," - - - - - For processing","03",1,"0306361011","1",10
100722,"0306361019","80","2017-01-01 00:00:00",NULL,"Other",5,138095,"2017-01-01 00:00:00",NULL," - - - - - Other","03",1,"0306361019","1",10
100726,"0306361091","10","2017-01-01 00:00:00",NULL,"Other",4,138099,"2017-01-01 00:00:00",NULL," - - - - Other","03",1,"0306361091","0",10
100727,"0306361091","80","2017-01-01 00:00:00",NULL,"For processing",5,138100,"2017-01-01 00:00:00",NULL," - - - - - For processing","03",1,"0306361091","1",10
100728,"0306361099","80","2017-01-01 00:00:00",NULL,"Other",5,138101,"2017-01-01 00:00:00",NULL," - - - - - Other","03",1,"0306361099","1",10
100729,"0306365000","80","2017-01-01 00:00:00",NULL,"Shrimps of the genus Crangon, other than of the species Crangon crangon",3,143970,"2018-01-01 00:00:00",NULL," - - - Shrimps of the genus Crangon, other than of the species Crangon crangon","03",1,"03063650","1",8
100730,"0306369000","80","2017-01-01 00:00:00",NULL,"Other",3,138103,"2017-01-01 00:00:00",NULL," - - - Other","03",1,"03063690","0",8
100731,"0306369020","80","2017-01-01 00:00:00",NULL,"Shrimps and prawns of the specie Pleoticus muelleri, whether in shell or not, fresh or chilled, for processing",4,138104,"2017-01-01 00:00:00",NULL," - - - - Shrimps and prawns of the specie Pleoticus muelleri, whether in shell or not, fresh or chilled, for processing","03",1,"0306369020","1",10
100732,"0306369030","80","2017-01-01 00:00:00",NULL,"Shrimps and prawns of the specie Penaeus vannamei and Penaeus monodon, whether in shell or not, fresh or chilled, not cooked, for processing",4,138105,"2017-01-01 00:00:00",NULL," - - - - Shrimps and prawns of the specie Penaeus vannamei and Penaeus monodon, whether in shell or not, fresh or chilled, not cooked, for processing","03",1,"0306369030","1",10
100733,"0306369090","80","2017-01-01 00:00:00",NULL,"Other",4,138106,"2017-01-01 00:00:00",NULL," - - - - Other","03",1,"0306369090","1",10
100734,"0306390000","80","2017-01-01 00:00:00",NULL,"Other, including flours, meals and pellets of crustaceans, fit for human consumption",2,147577,"2019-01-01 00:00:00",NULL," - - Other, including flours, meals and pellets of crustaceans, fit for human consumption","03",1,"030639","0",6
100735,"0306391000","80","2017-01-01 00:00:00",NULL,"Freshwater crayfish",3,147578,"2019-01-01 00:00:00",NULL," - - - Freshwater crayfish","03",1,"03063910","1",8
100736,"0306399000","80","2017-01-01 00:00:00",NULL,"Other",3,138109,"2017-01-01 00:00:00",NULL," - - - Other","03",1,"03063990","0",8
100737,"0306399020","80","2017-01-01 00:00:00",NULL,"Peurullus|spp.",4,138110,"2017-01-01 00:00:00",NULL," - - - - Peurullus|spp.","03",1,"0306399020","1",10
100738,"0306399090","80","2017-01-01 00:00:00",NULL,"Other",4,138111,"2017-01-01 00:00:00",NULL," - - - - Other","03",1,"0306399090","1",10
100741,"0306910000","10","2017-01-01 00:00:00",NULL,"Other",1,138114,"2017-01-01 00:00:00",NULL," - Other","03",1,"030691","0",6
100742,"0306910000","80","2017-01-01 00:00:00",NULL,"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",2,138115,"2017-01-01 00:00:00",NULL," - - Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)","03",1,"030691","1",6
100743,"0306920000","80","2017-01-01 00:00:00",NULL,"Lobsters (Homarus spp.)",2,138116,"2017-01-01 00:00:00",NULL," - - Lobsters (Homarus spp.)","03",1,"030692","0",6
100744,"0306921000","80","2017-01-01 00:00:00",NULL,"Whole",3,138117,"2017-01-01 00:00:00",NULL," - - - Whole","03",1,"03069210","0",8
103593,"0306921010","80","2017-09-21 00:00:00",NULL,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared",4,143502,"2017-09-21 00:00:00",NULL," - - - - Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared","03",1,"0306921010","1",10
103596,"0306921090","80","2017-09-21 00:00:00",NULL,"Other",4,143505,"2017-09-21 00:00:00",NULL," - - - - Other","03",1,"0306921090","1",10
100745,"0306929000","80","2017-01-01 00:00:00",NULL,"Other",3,138118,"2017-01-01 00:00:00",NULL," - - - Other","03",1,"03069290","0",8
103594,"0306929010","80","2017-09-21 00:00:00",NULL,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared",4,143503,"2017-09-21 00:00:00",NULL," - - - - Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared","03",1,"0306929010","1",10
103595,"0306929090","80","2017-09-21 00:00:00",NULL,"Other",4,143504,"2017-09-21 00:00:00",NULL," - - - - Other","03",1,"0306929090","1",10
100746,"0306930000","80","2017-01-01 00:00:00",NULL,"Crabs",2,138119,"2017-01-01 00:00:00",NULL," - - Crabs","03",1,"030693","0",6
100747,"0306931000","80","2017-01-01 00:00:00",NULL,"Crabs of the species Cancer pagurus",3,147579,"2019-01-01 00:00:00",NULL," - - - Crabs of the species Cancer pagurus","03",1,"03069310","0",8
103597,"0306931010","80","2017-09-21 00:00:00",NULL,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared",4,143506,"2017-09-21 00:00:00",NULL," - - - - Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared","03",1,"0306931010","1",10
103600,"0306931090","80","2017-09-21 00:00:00",NULL,"Other",4,143509,"2017-09-21 00:00:00",NULL," - - - - Other","03",1,"0306931090","1",10
100748,"0306939000","80","2017-01-01 00:00:00",NULL,"Other",3,138121,"2017-01-01 00:00:00",NULL," - - - Other","03",1,"03069390","0",8
103598,"0306939010","80","2017-09-21 00:00:00",NULL,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared",4,143507,"2017-09-21 00:00:00",NULL," - - - - Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared","03",1,"0306939010","1",10
103599,"0306939090","80","2017-09-21 00:00:00",NULL,"Other",4,143508,"2017-09-21 00:00:00",NULL," - - - - Other","03",1,"0306939090","1",10
100749,"0306940000","80","2017-01-01 00:00:00",NULL,"Norway lobsters (Nephrops norvegicus)",2,143972,"2018-01-01 00:00:00",NULL," - - Norway lobsters (Nephrops norvegicus)","03",1,"030694","1",6
100750,"0306950000","80","2017-01-01 00:00:00",NULL,"Shrimps and prawns",2,138123,"2017-01-01 00:00:00",NULL," - - Shrimps and prawns","03",1,"030695","0",6
100751,"0306951100","10","2017-01-01 00:00:00",NULL,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)",3,147580,"2019-01-01 00:00:00",NULL," - - - Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)","03",1,"03069511","0",8
100752,"0306951100","20","2017-01-01 00:00:00",NULL,"Shrimps of the species Crangon crangon",4,143973,"2018-01-01 00:00:00",NULL," - - - - Shrimps of the species Crangon crangon","03",1,"03069511","0",8
100753,"0306951100","80","2017-01-01 00:00:00",NULL,"Cooked by steaming or by boiling in water",5,138126,"2017-01-01 00:00:00",NULL," - - - - - Cooked by steaming or by boiling in water","03",1,"03069511","1",8
100754,"0306951900","80","2017-01-01 00:00:00",NULL,"Other",5,138127,"2017-01-01 00:00:00",NULL," - - - - - Other","03",1,"03069519","0",8
103601,"0306951910","80","2017-09-21 00:00:00",NULL,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared, in immediate packings of a net content exceeding 2|kg",6,143510,"2017-09-21 00:00:00",NULL," - - - - - - Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared, in immediate packings of a net content exceeding 2|kg","03",1,"0306951910","1",10
103167,"0306951990","80","2017-04-01 00:00:00",NULL,"Other",6,143047,"2017-04-01 00:00:00",NULL," - - - - - - Other","03",1,"0306951990","1",10
100755,"0306952000","80","2017-01-01 00:00:00",NULL,"Pandalus spp.",4,147581,"2019-01-01 00:00:00",NULL," - - - - Pandalus spp.","03",1,"03069520","0",8
100761,"0306952010","80","2017-01-01 00:00:00",NULL,"Boiled on board",5,138134,"2017-01-01 00:00:00",NULL," - - - - - Boiled on board","03",1,"0306952010","1",10
103172,"0306952021","10","2017-09-21 00:00:00",NULL,"For processing",5,143052,"2017-09-21 00:00:00",NULL," - - - - - For processing","03",1,"0306952021","0",10
103641,"0306952021","80","2017-09-21 00:00:00",NULL,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared, in immediate packings of a net content exceeding 2|kg",6,143550,"2017-09-21 00:00:00",NULL," - - - - - - Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared, in immediate packings of a net content exceeding 2|kg","03",1,"0306952021","1",10
103173,"0306952029","80","2017-09-21 00:00:00",NULL,"Other",6,143053,"2017-09-21 00:00:00",NULL," - - - - - - Other","03",1,"0306952029","1",10
103174,"0306952091","10","2017-09-21 00:00:00",NULL,"Other",5,143054,"2017-09-21 00:00:00",NULL," - - - - - Other","03",1,"0306952091","0",10
103642,"0306952091","80","2017-09-21 00:00:00",NULL,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared, in immediate packings of a net content exceeding 2|kg",6,143551,"2017-09-21 00:00:00",NULL," - - - - - - Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared, in immediate packings of a net content exceeding 2|kg","03",1,"0306952091","1",10
103170,"0306952099","80","2017-09-21 00:00:00",NULL,"Other",6,143050,"2017-09-21 00:00:00",NULL," - - - - - - Other","03",1,"0306952099","1",10
100767,"0306953000","10","2017-01-01 00:00:00",NULL,"Other shrimps and prawns",3,138140,"2017-01-01 00:00:00",NULL," - - - Other shrimps and prawns","03",1,"03069530","0",8
100768,"0306953000","80","2017-01-01 00:00:00",NULL,"Shrimps of the family Pandalidae, other than of the genus Pandalus",4,147582,"2019-01-01 00:00:00",NULL," - - - - Shrimps of the family Pandalidae, other than of the genus Pandalus","03",1,"03069530","0",8
100769,"0306953010","80","2017-01-01 00:00:00",NULL,"Boiled on board",5,138142,"2017-01-01 00:00:00",NULL," - - - - - Boiled on board","03",1,"0306953010","1",10
103176,"0306953021","10","2017-09-21 00:00:00",NULL,"For processing",5,143056,"2017-09-21 00:00:00",NULL," - - - - - For processing","03",1,"0306953021","0",10
103643,"0306953021","80","2017-09-21 00:00:00",NULL,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared, in immediate packings of a net content exceeding 2|kg",6,143552,"2017-09-21 00:00:00",NULL," - - - - - - Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared, in immediate packings of a net content exceeding 2|kg","03",1,"0306953021","1",10
103178,"0306953029","80","2017-09-21 00:00:00",NULL,"Other",6,143058,"2017-09-21 00:00:00",NULL," - - - - - - Other","03",1,"0306953029","1",10
103179,"0306953091","10","2017-09-21 00:00:00",NULL,"Other",5,143059,"2017-09-21 00:00:00",NULL," - - - - - Other","03",1,"0306953091","0",10
103644,"0306953091","80","2017-09-21 00:00:00",NULL,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared, in immediate packings of a net content exceeding 2|kg",6,143553,"2017-09-21 00:00:00",NULL," - - - - - - Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared, in immediate packings of a net content exceeding 2|kg","03",1,"0306953091","1",10
103181,"0306953099","80","2017-09-21 00:00:00",NULL,"Other",6,143061,"2017-09-21 00:00:00",NULL," - - - - - - Other","03",1,"0306953099","1",10
